source,latitude,longitude,requested_datetime,updated_datetime,closed_date,description,address
Other,,,2015-07-02T07:47:34-04:00,2017-05-08T11:47:04-04:00,2015-07-06T15:51:34-04:00,3rd sign along jackson creek trail painted. This is mid way.,
Other,,,2015-07-06T16:10:21-04:00,2016-09-11T22:02:05-04:00,2015-07-15T11:50:47-04:00,"On Wednesday night, 7/1/15, someone gained access to the roof of Childs Elementary School.  They spray painted the attached areas on the roof. We have removed the graffiti this morning.  I would only wish to be contacted if this is some sort of gang tagging or is of interest to the department.  there are three other photos.",
Other,,,2015-07-11T12:30:29-04:00,2016-09-11T22:02:05-04:00,2015-07-14T10:19:07-04:00,"ON THE SIDE OF THE PROPERTY WRITTEN IN BLUE AS ""TRAP HOUSE!""",
Other,39.16716385,-86.53240967,2015-07-13T11:05:52-04:00,2016-09-11T22:02:05-04:00,2015-07-15T11:48:32-04:00,"Former Sullivan's Store building at 115 N. Washington Street. Downspouts were tagged with marker (?)The building is currently vacant and available to rent.I am interested in assisting with the removal and learning about how to best remove this type of graffiti from metal surfaces.Work phone: 317-464-1457","115 N Washington ST, Bloomington, IN, 47408"
Other,39.14764023,-86.50151825,2015-07-13T13:23:21-04:00,2016-09-11T22:02:05-04:00,2015-07-15T11:47:41-04:00,"Good afternoon.I'm reporting extremely offensive and very public graffiti on the sidewalk on the bridge over the Renwick Trail. It reads: ""Fuck Jews""  Please address this as soon as possible. Note: I originally reported this Sunday, July 12, 9 p.m. As of Monday, July 13, noon, the graffiti is still in place.Thank you for taking care of this!JD","1655 S Renwick BLVD, Bloomington, IN, 47401"
Other,39.14775848,-86.50154877,2015-07-13T17:24:04-04:00,2016-09-11T22:02:05-04:00,2015-07-15T11:46:54-04:00,Racial graffiti on sidewalk and under bridge for trail at Renwick Boulevard,"1655 S Renwick BLVD, Bloomington, IN, 47401"
Other,39.14776611,-86.50157166,2015-07-13T21:12:25-04:00,2016-09-11T22:02:05-04:00,2015-07-15T11:45:57-04:00,Graffiti on sidewalk on West side of Renwick bridge and under the bridge.,"Renwick Trail, Bloomington, IN"
Other,39.14764023,-86.50151825,2015-07-14T18:17:40-04:00,2016-09-11T22:02:05-04:00,2015-07-15T11:43:51-04:00,"Good afternoon.I'm reporting extremely offensive and very public graffiti on the sidewalk on the bridge over the Renwick Trail. It reads: ""Fuck Jews""  Please address this as soon as possible. Note: I originally reported this Sunday, July 12, 9 p.m. As of Monday, July 13, noon, the graffiti is still in place.Thank you for taking care of this!JD","1655 S Renwick BLVD, Bloomington, IN, 47401"
Police Report,39.12850571,-86.51026917,2015-07-15T17:35:18-04:00,2016-09-11T22:02:05-04:00,2015-07-17T14:34:49-04:00,CP REPORTS OBSCENITY SPRAY PAINTED ON WOODEN FENCE OF THE RESIDENCE,"2309 E Pierson CT, Bloomington, IN, 47401"
Police Report,39.12966537,-86.51167297,2015-07-15T17:37:19-04:00,2016-09-11T22:02:05-04:00,2015-07-17T14:34:11-04:00,CP REPORTS OBSCENITY SPRAY PAINTED ON FENCE OF RESIDENCE,"3516 S Ashwood DR, Bloomington, IN, 47401"
Police Report,39.14583969,-86.50257874,2015-07-15T17:39:49-04:00,2016-09-11T22:02:05-04:00,2015-07-17T14:33:29-04:00,CP STATES SOME USED A PAINTBALL GUN ON WINDOW OF RESIDENCE AND SPRAY PAINTED RACIAL SLUR ON A BRIDGE,"2009 S Renwick BLVD, Bloomington, IN, 47401"
Other,,,2015-07-17T07:39:24-04:00,2017-05-08T11:47:04-04:00,2015-07-18T07:25:55-04:00,Somebody carved letters into limestone bench at north entrance to jackson creek trail,
Other,,,2015-07-31T17:44:56-04:00,2016-09-11T22:02:05-04:00,2015-08-01T12:54:11-04:00,Someone spray painted a penis on the side of my office building... with black spray paint. Please HELP!,
Other,39.16783524,-86.5343399,2015-08-13T16:07:26-04:00,2016-09-11T22:02:05-04:00,2015-08-21T15:16:40-04:00,"Graffiti: Vance Music Store, alley to the east, on the wall, Black Spray paint on the brick surface","116 W 6th ST, Bloomington, IN, 47404"
Police Report,39.16775513,-86.53672028,2015-08-19T22:07:14-04:00,2016-09-11T22:02:05-04:00,2015-08-20T12:58:16-04:00,OWNER OF LE PETIT CAFE REPORTS AN UNKNOWN SUBJECT THREW PAINT OVER A MURAL ON THE WALL OF THE RESTAURANT.,"308 W 6th ST, Bloomington, IN, 47404"
Police Report,39.16775513,-86.53672028,2015-08-19T22:07:15-04:00,2016-09-11T22:02:05-04:00,2015-08-20T12:56:48-04:00,OWNER OF LE PETIT CAFE REPORTS AN UNKNOWN SUBJECT THREW PAINT OVER A MURAL ON THE WALL OF THE RESTAURANT.,"308 W 6th ST, Bloomington, IN, 47404"
Police Report,39.16486359,-86.53775787,2015-08-19T22:11:35-04:00,2016-09-11T22:02:05-04:00,2015-08-20T12:54:52-04:00,"AN EMPLOYEE FROM BOOMERANG HAIR REPORTED AN UNKNOWN SUBJECT SPRAY PAINTED GRAFFITI ON THE NORTH SIDE OF THE BUILDING WHICH READS ""ALL COPS ARE DARREN WILSON.""","220 S Madison ST, Bloomington, IN, 47404"
Police Report,39.17881012,-86.53668213,2015-08-25T17:09:00-04:00,2016-09-11T22:02:05-04:00,2015-08-26T15:19:19-04:00,AN EMPLOYEE FROM THE ANTIQUE MALL REPORTED AN UNKNOWN SUBJECT SPRAY PAINTED GRAFFITI ON THE SIDE OF THE BUILDING AND THE HEATING/COOLING SYSTEM.,"311 W 17th ST, Bloomington, IN, 47404"
Other,,,2015-08-28T15:33:32-04:00,2016-09-11T22:02:05-04:00,2015-08-29T10:22:58-04:00,Several instances of graffiti on the light poles like this one on the 500 block of N. Walnut St.,
Other,39.14866257,-86.4991684,2015-08-31T13:52:55-04:00,2016-09-11T22:02:05-04:00,2015-09-04T11:27:55-04:00,There is graffiti on the retaining wall by the entrance to Renwick Village Center on the south side of the entrance.,"1400-1478 South Sare Road, Bloomington, IN"
Other,,,2015-09-15T20:15:54-04:00,2016-09-11T22:02:05-04:00,2015-12-21T09:00:33-05:00,Huge amount of graffiti on the back of the Stahl Furniture building. This size faces Washington street and is clearly visible in all of its criminal glory as you are driving south on Washington approaching 1st Street as it crosses S Washington. I know this is private property but can the city offer to correct this for Stahl or at least let Stahl know about it. It really makes the area look seedy and especially Stahl.,
Other,39.16458511,-86.53862762,2015-09-18T10:55:09-04:00,2016-09-11T22:02:05-04:00,2015-11-01T11:34:19-05:00,"on Traffic light pole, also on a number of electric poles in this area along S. Rogers.","451-499 West 3rd Street, Bloomington, IN"
Other,39.16463852,-86.53610992,2015-09-18T11:03:11-04:00,2016-09-11T22:02:05-04:00,2015-09-25T07:13:49-04:00,Graffiti on outside of the black bridge crossing west 3rd st. Visible on the west side of the bridge.,"Bloomington Rail Trail, Bloomington, IN"
Other,39.16550064,-86.53806305,2015-09-18T11:06:49-04:00,2016-09-11T22:02:05-04:00,2015-11-01T11:44:31-05:00,Extensive new graffiti in the alley behind the bicycle apartments and on poles in the area.,"451 West 4th Street, Bloomington, IN"
Other,39.16948318,-86.53736115,2015-11-01T01:00:30-04:00,2016-09-11T22:02:05-04:00,2015-11-01T11:28:27-05:00,"""Stupid bourgie @art"" ugh gross"" is spray painted on the table and chairs statue.","320 W 8th ST, Bloomington, IN, 47404"
Other,39.16940689,-86.53735352,2015-11-02T13:00:33-05:00,2016-09-11T22:02:05-04:00,2015-11-06T09:48:54-05:00,,"Bloomington, IN, Bloomington, IN"
Other,39.16798782,-86.50042725,2015-11-08T16:15:40-05:00,2016-09-11T22:02:05-04:00,2015-12-13T10:10:14-05:00,At ped underpass on Bypass,"120дус186 N State Road 46, Bloomington, IN"
Police Report,39.13825607,-86.52661133,2015-11-16T17:24:14-05:00,2016-09-11T22:02:05-04:00,2015-11-19T06:27:21-05:00,CP REPORTS AN UNKNOWN SUBJECT SPRAY-PAINTED GRAFFITI ON THE SIDE OF THEIR RESIDENCE.,"2392 S Brandon CT, Bloomington, IN, 47401"
Police Report,39.16440201,-86.53007507,2015-11-16T17:42:33-05:00,2016-09-11T22:02:05-04:00,2015-11-19T06:30:29-05:00,AN EMPLOYEE WITH JAMAR PROPERTY MANAGEMENT REPORTED THE BUILDING HAS SEVERAL GRAFFITI MARKS ON THE SIDE OF IT.,"318 E 3rd ST, Bloomington, IN, 47401"
Other,39.16778564,-86.53298187,2015-12-03T16:08:21-05:00,2016-09-11T22:02:05-04:00,2015-12-04T08:57:30-05:00,,"105 E 6th St, Bloomington, IN"
Other,39.16778564,-86.53298187,2015-12-03T16:08:59-05:00,2016-09-11T22:02:05-04:00,2015-12-04T08:56:28-05:00,,"105 E 6th St, Bloomington, IN"
Other,39.17510223,-86.53465271,2015-12-23T17:19:03-05:00,2016-09-11T22:02:05-04:00,2016-01-02T14:10:14-05:00,"The railroad underpasses on College and Walnut, the one on College is just south of 14th street is full of graffiti again, not a good message to send to visitors and a downers for residents.","820-898 North College Avenue, Bloomington, IN"
Other,39.13558197,-86.54547119,2016-01-14T19:24:53-05:00,2016-09-11T22:02:05-04:00,2016-01-30T06:59:47-05:00,There is an abandoned building on the SE corner that needs to be torn down. What a mess. Why is this structure allowed to exist.,"779-1299 West Country Club Drive, Bloomington, IN"
Police Report,39.16277695,-86.50643921,2016-02-29T21:21:00-05:00,2016-09-11T22:02:05-04:00,2016-03-03T07:33:34-05:00,AN EMPLOYEE FROM ST. CHARLES REPORTED AN UNKNOWN SUBJECT SPRAY-PAINTED GRAFFITI ON THE SOUTH SIDE OF THE BUILDING.,"2224 E 3rd ST, Bloomington, IN, 47401"
Police Report,39.16840363,-86.53382874,2016-02-29T21:23:49-05:00,2016-09-11T22:02:05-04:00,2016-05-20T06:32:44-04:00,EMPLOYEE FROM BLACK'S MERCANTILE REPORTED AN UNKNOWN MALE SUBJECT USED A BLACK MARKER TO WRITE ON THE FRONT DOOR AND WINDOWS OF THE BUSINESS.,"221 N Walnut ST, Bloomington, IN, 47404"
Other,,,2016-03-06T06:18:14-05:00,2016-09-11T22:02:05-04:00,2016-03-06T14:00:53-05:00,There is a large amount of black graffiti on the northeast corner of Scholars Rock apts at 17th and Walnut. They should at least be notified. Very unsightly and distracting.,
Other,,,2016-03-07T08:41:11-05:00,2016-09-11T22:02:05-04:00,2016-03-10T09:40:31-05:00,"Our fence was spray painted last night.  ""Support your local dealer""",
Other,,,2016-03-20T02:45:56-04:00,2016-09-11T22:02:05-04:00,2016-03-21T07:52:24-04:00,I will not use the Location map until you fix it so that it comes up over Bloomington not an ocean. The White Rabbit sbould be notified that there is graffiti on the south side of their building and it looks trashy.,
Phone Call,,,2016-03-22T11:20:26-04:00,2016-09-11T22:02:05-04:00,2016-03-24T11:45:39-04:00,Mardon Salon at 124 E. Kirkwood Avenue.  On the side door of the building are 3 large tags.,
Other,,,2016-03-22T19:37:25-04:00,2016-09-11T22:02:05-04:00,2016-03-24T06:38:50-04:00,Spray paint,
Other,39.15329361,-86.52919006,2016-04-04T17:18:02-04:00,2016-09-11T22:02:05-04:00,2016-04-15T10:13:55-04:00,About a dozen pairs of shoes are hanging from the power lines over Palmer & Grimes for several months now and need removed (as they just encourage kids to add more).,"1200 S Palmer AVE, Bloomington, IN, 47401"
Phone Call,,,2016-04-05T09:14:07-04:00,2016-09-11T22:02:05-04:00,2016-04-15T10:31:55-04:00,"The wall of the underpass on W. 3rd Street, just west of College Avenue.",
Other,39.174366,-86.53034973,2016-04-24T20:14:49-04:00,2016-09-11T22:02:05-04:00,2016-04-25T06:32:48-04:00,Just west of drive to 319 E 12th,"313 E 12th ST, Bloomington, IN, 47408"
Other,39.15787506,-86.60122681,2016-04-24T20:26:32-04:00,2016-09-11T22:02:05-04:00,2016-04-25T06:31:47-04:00,Gang Graffiti,"5574 W Tensleep RD, Bloomington, IN, 47403"
Other,39.15550232,-86.50839233,2016-04-25T19:52:29-04:00,2016-09-11T22:02:05-04:00,2016-04-28T06:49:59-04:00,High St. South heading stop sign at Southdowns has graffiti,
Other,39.1689682,-86.53756714,2016-05-02T08:29:02-04:00,2016-09-11T22:02:05-04:00,2016-05-06T09:23:55-04:00,"We have had two property signs graffiti'ed and over the past weekend (4-30 / 5-1) the words ""AKAI Gurley"" on the back of one of the local contractors bulldozer.","400 West 7th Street, Bloomington, IN"
Other,,,2016-05-10T12:54:56-04:00,2016-09-11T22:02:05-04:00,2016-05-11T14:26:11-04:00,remove graffiti 10 th underpass,
Other,39.17367172,-86.52335358,2016-05-10T14:50:01-04:00,2016-09-11T22:02:05-04:00,2016-05-11T15:15:30-04:00,North side of the training building at Fire Station #3.,"800-848 North Woodlawn Avenue, Bloomington, IN"
Other,,,2016-05-13T12:08:25-04:00,2016-09-11T22:02:05-04:00,2016-05-27T12:24:07-04:00,graffiti,E 6th ST
Other,,,2016-05-21T13:10:55-04:00,2016-09-11T22:02:05-04:00,2016-05-27T11:59:09-04:00,"6th/Morton - old Hays Market Building needs the graffiti taken off the back of the building - I've had several ask me to have it removed, it's an eye sore and offensive to some",
Other,,,2016-05-23T09:50:44-04:00,2016-09-11T22:02:05-04:00,2016-05-25T11:47:42-04:00,Symbols last night on garage door..,
Other,39.13612366,-86.52822876,2016-05-28T13:06:16-04:00,2016-09-11T22:02:05-04:00,2016-05-29T06:24:10-04:00,"Graffiti ""OTG"" on white sign that says South Drive.","243 E Winslow Rd, Bloomington, IN"
Other,,,2016-06-11T19:02:15-04:00,2016-09-11T22:02:05-04:00,2016-06-20T11:30:13-04:00,Graffiti behind Morrison's appliance. Please please paint over it.,
Phone Call,,,2016-06-14T12:22:20-04:00,2016-09-11T22:02:05-04:00,2016-06-25T10:24:09-04:00,Sherry Kirkham from Chico's called to say the back door off the alley has been tagged with Graffiti.  Her number is 812-339-5940.,"102 N WALNUT ST, Bloomington, IN"
Other,39.16863632,-86.54193115,2016-07-03T08:24:56-04:00,2016-09-11T22:02:05-04:00,2016-07-07T12:27:12-04:00,Telephone pole on the corner of West 7th and Maple has been tagged.,"714-720 West 7th Street, Bloomington, IN"
Other,39.16946793,-86.53741455,2016-07-09T11:35:42-04:00,2016-09-11T22:02:05-04:00,2016-07-11T06:02:07-04:00,Black marker writing on Bloomington Banquet sculpture off of B-line,"320 W 8th ST, Bloomington, IN, 47404"
Other,,,2016-07-09T12:43:49-04:00,2016-09-11T22:02:05-04:00,2016-07-11T06:03:19-04:00,"Near City Hall, on sculpture structure within the Farmer's Market, graffiti in black spray paint says, Alton Sterling.  Die Pigs.""  offensive and puts our community in a very bad light.",
Other,39.16144562,-86.53239441,2016-07-10T15:13:41-04:00,2016-09-11T22:02:05-04:00,2016-07-11T06:05:18-04:00,Pretty self explanatory. 2nd and Washington.,"401дус499 S Washington St, Bloomington, IN"
Phone Call,,,2016-07-11T14:06:53-04:00,2016-09-11T22:02:05-04:00,2016-07-15T11:24:58-04:00,Marcus Moyer called in reporting graffiti on a stop sign on Washington St. & 2nd St. Would like email follow-up at traveler@bluemarble.net.,
Other,39.17689514,-86.53781891,2016-07-14T17:19:44-04:00,2016-09-11T22:02:05-04:00,2016-07-28T09:03:01-04:00,"Blue spray paint on our front two steps.  First step says ""Cops"" second step says ""Fuck""","1107 N Madison ST, Bloomington, IN, 47404"
Other,39.16779327,-86.53292084,2016-07-21T09:45:09-04:00,2016-09-11T22:02:05-04:00,2016-07-22T09:14:30-04:00,Tags,"115 E 6th St, Bloomington, IN"
Other,,,2016-07-22T09:15:54-04:00,2016-09-11T22:02:05-04:00,2016-07-22T11:11:26-04:00,Someone has tagged the telephone pole on the corner of 7th and Maple in front of 720 W 7th St. This is my second report of this.,
Other,,,2016-07-22T09:25:11-04:00,2016-09-11T22:02:05-04:00,2016-07-22T09:28:14-04:00,fuck cops,
Other,,,2016-07-29T20:10:30-04:00,2016-09-11T22:02:05-04:00,2016-07-30T12:35:10-04:00,"This entire wall, almost a city block is constantly tagged. It gets painted over and is just tagged again. This needs to be addressed by the city and property owner.",
Other,,,2016-07-29T20:13:14-04:00,2016-09-11T22:02:05-04:00,2016-08-02T07:00:36-04:00,"Again. Graffiti, over it. Make it stop.",
Other,39.16464615,-86.53607941,2016-08-14T15:22:26-04:00,2016-09-11T22:02:05-04:00,2016-08-18T11:12:32-04:00,Graffiti has appeared on the walls of the underpass between Rogers and College. There is a standing policy to eliminate the graffiti as soon as it appears to discourage the criminals who deface public and private structures that it is futile to deface the structure in question. This was and is the policy of former Mayors Tomi Allison and Mark Kruzan and the current Mayor John Hamilton. Is this policy going to be enforced? i have contacted Tomi Allison about what i have observed,"Bloomington, IN, Bloomington, IN"
Other,39.135849,-86.53796387,2016-08-24T00:06:55-04:00,2016-09-11T22:02:05-04:00,2016-08-26T15:06:07-04:00,"Multiple times graffiti has been applied to this structure over the past year. Trash and debris has accumulated on this property site from trespassers, with a drive that is in decay. Please notify the property owner/(s) that he/she may want to not only clean the area but also drive post into the perimeter and block parking to prevent any unsightly mess trespassers leave behind.","2801 S Rogers ST, Bloomington, IN, 47403"
Other,39.17689514,-86.53796387,2016-08-27T12:44:22-04:00,2016-09-11T22:02:05-04:00,2016-09-09T12:19:38-04:00,"Blue spray paint on our front steps.  Says ""fuck cops""","1107 N Madison ST, Bloomington, IN, 47404"
Other,39.14096069,-86.52241516,2016-09-07T11:25:59-04:00,2016-09-13T00:00:00-04:00,2016-09-13T00:00:00-04:00,"Someone has spray painted the word war on three stop signs in Winslow Farm - one at the corner of Laurelwood Drive and Wylie Farm Road, Bent Tree Drive and Wylie Farm Road and Bent Tree Drive and Hickory Stick.","2201 S Laurelwood DR, Bloomington, IN, 47401"
Missing,39.16797256,-86.53305054,2013-05-28T13:52:07-04:00,2016-09-11T22:02:05-04:00,2013-06-11T15:53:03-04:00,,"105 E 6th St, Bloomington, IN"
Other,39.16749573,-86.52954102,2016-10-04T20:12:43-04:00,2016-10-05T14:34:00-04:00,2016-10-05T14:34:00-04:00,Vulgar graffiti on sidewalk.,"402 E 6th ST, Bloomington, IN, 47408"
Email,39.16705704,-86.53975677,2016-10-05T13:59:30-04:00,2016-10-05T14:31:39-04:00,2016-10-05T14:31:39-04:00,"There is graffiti on the west side of this structure. it says ""F*** the BPD and IUPD""  There is also other grafitti on the structure that is not as offensive.","116 N Jackson ST, Bloomington, IN, 47404"
Other,39.16461563,-86.53864288,2016-11-03T13:47:14-04:00,2017-06-24T13:36:46-04:00,2017-06-24T13:36:46-04:00,There is new graffiti on the Art-Painted phone box at Rogers and Third. SW corner.,"301 South Rogers Street, Bloomington, IN"
Other,,,2016-11-04T08:01:47-04:00,2016-11-04T14:09:11-04:00,2016-11-04T14:09:11-04:00,test,
Other,39.1430397,-86.52539063,2016-11-05T21:42:53-04:00,2016-11-05T21:42:53-04:00,2017-12-06T06:25:17-05:00,"Graffiti is again on all the STOP signs in the Winslow Farm Development area.  The City of Bloominngton replaced the signs with STOP signs (white paint with War graffiti underneath), but now vandals have placed War in black paint beneath the STOP signs).  Almost all the STOP signs have this (Laurelwood CT,, Laurelwood DR, Bent Tree Dr., Alzelea, etc.).","645 E Bayberry CT W, Bloomington, IN, 47401"
Other,,,2016-11-11T10:34:45-05:00,2017-06-24T12:01:59-04:00,2017-06-24T12:01:59-04:00,KKK on b-line marker 146,
Other,39.15927505,-86.52367401,2016-12-06T08:27:56-05:00,2016-12-06T08:27:57-05:00,2017-12-06T06:25:17-05:00,graffiti on stop sign on SE corner,"900 E 1st ST, Bloomington, IN, 47401"
Other,,,2016-12-09T11:57:55-05:00,2016-12-16T14:39:02-05:00,2016-12-16T14:39:02-05:00,"Someone called the front desk to report 'obscene'graffiti at two sites: under the bridge on the way to Tri North (off 10th street) and on a ""mural"" box on 2nd street. She said the graffiti was painted over lettering on that box that said ""Miracles.""",
Other,39.16880417,-86.53308105,2016-12-22T20:33:01-05:00,2017-01-17T09:38:47-05:00,2017-01-17T09:38:47-05:00,Someone has tagged the back stairway at the Walnut Street garage. The entrance off the alley near 7th Street.,"302 N Walnut ST, Bloomington, IN, 47408"
Other,39.16539764,-86.5383606,2017-01-03T11:38:38-05:00,2017-01-13T12:46:55-05:00,2017-01-13T12:46:55-05:00,"Graffiti ob the east side of the building along the alley and on the south side of the Hoosier Workwear building.Thanks","207 South Rogers Street, Bloomington, IN"
Other,39.17165756,-86.53353882,2017-01-03T13:16:20-05:00,2017-06-15T06:27:24-04:00,2017-06-15T06:27:24-04:00,"There are ""Hilary for Prison"" stickers on all 4 light poles heading north on this corner. There also exists the same sticker on the Playful City sign on College Ave near 17th Street. I have tried to remove these myself, but they are stuck on too much for my nails to do anything but chip away at them.","100-198 East 10th Street, Bloomington, IN"
Other,39.16873932,-86.53876495,2017-01-03T13:37:28-05:00,2017-06-24T11:21:01-04:00,2017-06-24T11:21:01-04:00,,
Other,39.15923691,-86.52593231,2017-01-12T16:04:28-05:00,2017-01-12T16:04:28-05:00,2017-12-06T06:25:17-05:00,"1) Traffic sign on Northbound Fess Ave. at 1st st. intersection (spray paint)2) Traffic sign on Southbound Fess Ave. at 1st st. intersection (spray paint)3) Sidewalk on West side of Fess Ave. between University and 1st st (spray paint)4) Sign on North side of 1st st. between Fess and Henderson (spray paint)5) Hholiday lights at my house, 823 S. Fess Ave., were sliced sometime between 1/11 PM and 1/12 PM.","801-809 South Fess Avenue, Bloomington, IN"
Other,39.1746521,-86.53378296,2017-02-05T13:00:18-05:00,2017-03-24T11:20:14-04:00,2017-03-24T11:20:14-04:00,This is the former site of House Bar on west side of 12th and Walnut. Very recent graffiti,"825 N Walnut ST, Bloomington, IN, 47404"
Phone Call,39.16659164,-86.53356934,2017-02-08T15:18:19-05:00,2017-02-10T11:01:29-05:00,2017-02-10T11:01:29-05:00,A man reported that the F word has been written on one of the silver box's (I assume one of the electrical units that controls street lights) at the corner of Kirkwood and Walnut. Right by the Ossip store and caddy corner to the bookstore.,"104 East Kirkwood Avenue, Bloomington, IN"
Other,39.16841125,-86.53700256,2017-02-27T12:15:36-05:00,2017-02-28T11:08:28-05:00,2017-02-28T11:08:28-05:00,graffiti on b line,"216 N Madison ST, Bloomington, IN, 47404"
Other,39.15654373,-86.53269196,2017-03-13T11:47:16-04:00,2017-06-24T11:19:21-04:00,2017-06-24T11:19:21-04:00,,"115-199 East Dixie Street, Bloomington, IN"
Other,39.15584946,-86.53256989,2017-03-13T11:48:13-04:00,2017-03-24T11:18:16-04:00,2017-03-24T11:18:16-04:00,,"922 S Washington ST, Bloomington, IN, 47401"
Other,0,0,2017-03-13T11:48:53-04:00,2017-06-24T11:17:58-04:00,2017-06-24T11:17:58-04:00,graffiti on this businesses wall is always here,
Other,,,2017-03-14T18:39:02-04:00,2017-06-26T13:24:22-04:00,2017-06-26T13:24:22-04:00,graphitti,
Other,39.16158676,-86.53590393,2017-03-22T15:29:40-04:00,2017-03-27T13:38:44-04:00,2017-03-27T13:38:44-04:00,Grafitti on west side of building B-line,"210 West 2nd Street, Bloomington, IN"
Other,,,2017-03-24T11:25:57-04:00,2017-03-24T11:26:42-04:00,2017-03-24T11:26:42-04:00,test,
Other,,,2017-03-25T10:16:38-04:00,2017-03-26T06:27:37-04:00,2017-03-26T06:27:37-04:00,grafitti on bridge,
Other,39.16942215,-86.54325104,2017-04-03T13:04:00-04:00,2017-04-03T13:31:25-04:00,2017-04-03T13:31:25-04:00,The abandoned house on the south side of West 8th Street near the intersection of 8th and Williams has been tagged with gang graffiti. The tag is on the west side of the house.,"825 W 8th ST, Bloomington, IN, 47404"
Other,39.16859818,-86.48136139,2017-04-08T10:00:23-04:00,2017-06-24T11:14:07-04:00,2017-06-24T11:14:07-04:00,Graffiti left on on cement railroad overpass for months. F-word has been there for months.,"239дус241 N Smith Rd, Bloomington, IN"
Other,39.16456223,-86.53604126,2017-04-09T15:11:37-04:00,2017-10-05T12:47:55-04:00,2017-10-05T12:47:54-04:00,Graffiti on trail/bridge. White paint. Person's name and phone number. Seems like there is an intention to harass the named person.,"Bloomington Rail Trail, Bloomington, IN"
Other,39.17570496,-86.53512573,2017-04-27T13:03:36-04:00,2017-06-24T11:12:20-04:00,2017-06-24T11:12:20-04:00,Female nude with legs spread and mirror in vagina on vacant eyesore buildings by elevated train tracks,"923 N College AVE, Bloomington, IN, 47404"
Other,39.17155457,-86.50673676,2017-04-28T18:20:24-04:00,2017-06-24T09:33:10-04:00,2017-06-24T09:33:10-04:00,This eastern railroad underpass is a target for grafitti and should have the walls painted. It leaves a highly negative impression entering the east side of campus.  The underpass appears structurally unsound and whoever takes care of this needs to act on this.,"2114-2124 East 10th Street, Bloomington, IN"
Other,39.16936874,-86.54957581,2017-05-17T17:41:21-04:00,2017-06-24T13:39:10-04:00,2017-06-24T13:39:10-04:00,There is a red swastika that was spray-painted here. Please remove this fascist tagging! Thanks,"330-370 North Adams Street, Bloomington, IN"
Other,39.16674042,-86.54834747,2017-05-25T09:01:05-04:00,2017-06-08T11:01:56-04:00,2017-06-08T11:01:56-04:00,"The words ""No Sanctuary at IU"" have been sprayed on the retaining wall by the sidewalk on West Kirkwood just before Adams for months now. It looks like someone tried to remove it but it's still legible. I hope you will paint over it or do a more thorough job removing it. Thank you!","1130-1198 West Kirkwood Avenue, Bloomington, IN"
Other,39.16734314,-86.53239441,2017-06-01T07:32:35-04:00,2017-06-01T11:23:22-04:00,2017-06-01T11:23:22-04:00,Graffiti on window of Millers Barber Shop,"129 N Washington ST, Bloomington, IN, 47408"
Other,39.15946198,-86.5300827,2017-06-14T16:59:21-04:00,2017-06-19T09:35:26-04:00,2017-06-19T09:35:26-04:00,The 25 MPH street sign on the north side of the road has been tagged with graffiti for a while. It makes it less visible to drivers at night.,"321 E 1st ST, Bloomington, IN, 47401"
Other,39.16862106,-86.4813385,2017-06-16T02:51:53-04:00,2017-06-17T05:30:22-04:00,2017-06-17T05:30:22-04:00,The railroad underpass walls are covered in graffiti which needs painting over or other removal.,"238 N Smith RD, Bloomington, IN, 47408"
Other,39.15710831,-86.5474472,2017-06-18T22:29:53-04:00,2017-06-22T10:15:42-04:00,2017-06-22T10:15:42-04:00,"Last night someone spray painted a large ""Fuck You"" on the side of the house. Also a mark on the stop sign. Also a penis on the road at Larkspur and Greentree. BPD was informed.","1301 W Woodhill DR, Bloomington, IN, 47403"
Other,,,2017-06-19T10:33:47-04:00,2017-06-22T10:12:39-04:00,2017-06-22T10:12:39-04:00,Someone wrote F*ck you on the recently abandoned rental house on the corner of Larkspur and Woodhill dr. The home is owned by pendragon realty. Calls to pendragon have gone unanswered.,
Other,,,2017-06-22T07:15:29-04:00,2017-06-22T08:27:13-04:00,2017-06-22T08:27:13-04:00,1301 woodhill dr had vandalism on the left side of the house. It has attempted to be removed and looks dirty and terrible. Garage door is also broken and fallen off the track. House is empty.,
Missing,,,2017-06-22T09:57:15-04:00,2017-06-22T09:57:52-04:00,2017-06-22T09:57:52-04:00,KKK in red on college mall rd and moorse pike,
Other,39.15621567,-86.54781342,2017-06-27T14:24:14-04:00,2017-06-28T14:12:39-04:00,2017-06-28T14:12:39-04:00,"Graffiti penis on intersection road of Larkspur and Green Tree. Has been reported at 3 times. City came last week to clean other graffiti, but did not clean this yet.","1223-1299 West Green Tree Lane, Bloomington, IN"
Other,39.16673279,-86.49388885,2017-07-02T15:25:16-04:00,2017-07-03T07:17:12-04:00,2017-07-03T07:17:12-04:00,Graffiti sprayed on wall of storage facility in a very visible area.,"3001 E 3rd ST, Bloomington, IN, 47408"
Other,39.13949585,-86.52282715,2017-07-07T12:41:57-04:00,2017-07-11T07:43:36-04:00,2017-07-11T07:43:36-04:00,Our stop sign at the top of the hill facing Graham has had graffiti on it for a long time. I would appreciate it being repainted. Thank you.,"2301 S Burberry LN, Bloomington, IN, 47401"
